0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.653000000000000000e+03,-1.566000000000000000e+03,-2.388000000000000000e+03
5.658000000000000000e+03,-1.587000000000000000e+03,-2.385000000000000000e+03
5.501000000000000000e+03,-1.328000000000000000e+03,-2.215000000000000000e+03
5.452000000000000000e+03,-1.345000000000000000e+03,-2.271000000000000000e+03
5.438000000000000000e+03,-1.334000000000000000e+03,-2.298000000000000000e+03
5.434000000000000000e+03,-1.348000000000000000e+03,-2.315000000000000000e+03
5.469000000000000000e+03,-1.389000000000000000e+03,-2.305000000000000000e+03
5.491000000000000000e+03,-1.404000000000000000e+03,-2.288000000000000000e+03
5.504000000000000000e+03,-1.425000000000000000e+03,-2.274000000000000000e+03
5.516000000000000000e+03,-1.443000000000000000e+03,-2.276000000000000000e+03
5.514000000000000000e+03,-1.425000000000000000e+03,-2.297000000000000000e+03
5.513000000000000000e+03,-1.416000000000000000e+03,-2.371000000000000000e+03
5.562000000000000000e+03,-1.346000000000000000e+03,-2.630000000000000000e+03
5.598000000000000000e+03,-1.196000000000000000e+03,-2.707000000000000000e+03
5.606000000000000000e+03,-1.154000000000000000e+03,-2.773000000000000000e+03
5.730000000000000000e+03,-1.024000000000000000e+03,-3.123000000000000000e+03
5.805000000000000000e+03,-1.099000000000000000e+03,-3.301000000000000000e+03
5.875000000000000000e+03,-1.052000000000000000e+03,-3.370000000000000000e+03
6.051000000000000000e+03,-3.860000000000000000e+02,-3.483000000000000000e+03
6.207000000000000000e+03,-2.470000000000000000e+02,-3.748000000000000000e+03
6.390000000000000000e+03,-2.740000000000000000e+02,-4.088000000000000000e+03
6.608000000000000000e+03,-5.380000000000000000e+02,-4.197000000000000000e+03
6.678000000000000000e+03,-5.130000000000000000e+02,-4.192000000000000000e+03
6.747000000000000000e+03,-4.410000000000000000e+02,-4.391000000000000000e+03
7.112000000000000000e+03,-6.430000000000000000e+02,-5.202000000000000000e+03
7.318000000000000000e+03,-8.250000000000000000e+02,-5.220000000000000000e+03
7.444000000000000000e+03,-1.041000000000000000e+03,-4.994000000000000000e+03
7.619000000000000000e+03,-1.061000000000000000e+03,-5.057000000000000000e+03
7.720000000000000000e+03,-8.990000000000000000e+02,-5.092000000000000000e+03
7.740000000000000000e+03,-7.540000000000000000e+02,-4.913000000000000000e+03
7.619000000000000000e+03,-1.032000000000000000e+03,-4.016000000000000000e+03
7.554000000000000000e+03,-1.354000000000000000e+03,-3.607000000000000000e+03
7.529000000000000000e+03,-1.791000000000000000e+03,-3.408000000000000000e+03
7.612000000000000000e+03,-1.934000000000000000e+03,-2.862000000000000000e+03
7.614000000000000000e+03,-1.820000000000000000e+03,-2.595000000000000000e+03
7.662000000000000000e+03,-1.758000000000000000e+03,-2.373000000000000000e+03
7.530000000000000000e+03,-2.099000000000000000e+03,-2.294000000000000000e+03
7.357000000000000000e+03,-2.035000000000000000e+03,-2.176000000000000000e+03
7.270000000000000000e+03,-1.855000000000000000e+03,-2.073000000000000000e+03
6.998000000000000000e+03,-1.662000000000000000e+03,-1.869000000000000000e+03
6.795000000000000000e+03,-1.598000000000000000e+03,-1.675000000000000000e+03
6.570000000000000000e+03,-1.492000000000000000e+03,-1.526000000000000000e+03
6.439000000000000000e+03,-1.547000000000000000e+03,-1.675000000000000000e+03
6.369000000000000000e+03,-1.734000000000000000e+03,-1.789000000000000000e+03
6.191000000000000000e+03,-1.839000000000000000e+03,-1.698000000000000000e+03
5.900000000000000000e+03,-1.734000000000000000e+03,-1.466000000000000000e+03
5.706000000000000000e+03,-1.694000000000000000e+03,-1.426000000000000000e+03
5.485000000000000000e+03,-1.574000000000000000e+03,-1.350000000000000000e+03
5.190000000000000000e+03,-1.415000000000000000e+03,-1.290000000000000000e+03
5.187000000000000000e+03,-1.519000000000000000e+03,-1.338000000000000000e+03
5.256000000000000000e+03,-1.798000000000000000e+03,-1.514000000000000000e+03
5.098000000000000000e+03,-1.984000000000000000e+03,-1.444000000000000000e+03
5.055000000000000000e+03,-1.597000000000000000e+03,-1.208000000000000000e+03
5.185000000000000000e+03,-1.204000000000000000e+03,-1.188000000000000000e+03
5.500000000000000000e+03,-6.810000000000000000e+02,-1.448000000000000000e+03
5.477000000000000000e+03,-7.150000000000000000e+02,-1.498000000000000000e+03
5.371000000000000000e+03,-9.450000000000000000e+02,-1.277000000000000000e+03
4.913000000000000000e+03,-1.660000000000000000e+03,1.780000000000000000e+02
4.676000000000000000e+03,-2.238000000000000000e+03,1.211000000000000000e+03
4.578000000000000000e+03,-2.757000000000000000e+03,2.087000000000000000e+03
