9.454662108782578844e-01,1.322189524550879958e-01,-3.209637193957228657e-02,-1.237356742779850638e+00,3.675446183715152859e+00,4.256474766126607800e-01,-9.534455907647698680e-01,1.982027149438839508e+00,8.619917186568727407e-01,1.177594870476105893e+00,-3.529036806623337075e+00,6.913503226168998816e-01,-1.514250119665066396e+00,3.377900319137276508e+00,-4.938954691950869780e-01,0.000000000000000000e+00
-6.277988835622627661e-01,-1.749277319430520228e+00,8.426657837364104342e-01,-8.692402067318991676e-01,2.803804718847057398e+00,2.752675293427198772e-03,-9.348237939523822426e-01,1.933443788874274150e+00,5.708906727776589252e-01,1.077568081293511115e+00,-2.851648878226427541e+00,8.424913324669121018e-01,-1.245804479144059007e+00,3.054237391498904053e+00,-5.821109156852783961e-01,0.000000000000000000e+00
-6.017192453371207339e-01,-7.310365042906542543e-01,2.143625652299386286e-01,-8.794044155285368758e-01,2.535047487270897459e+00,-2.501605517971488002e-01,-7.253118193791197044e-01,8.076679734109074582e-01,5.706173417928858127e-01,8.024766402284274625e-01,-3.095741202652244173e+00,5.195567668954360618e-01,-1.171012275540589620e+00,3.106781192845234685e+00,-6.978556383377287897e-01,0.000000000000000000e+00
-1.902557601464146819e-01,4.425669473952526523e-01,-9.134005522840720204e-01,-9.256963618432046959e-01,2.437644217131848201e+00,-2.819656556977384043e-01,-6.619738810020295849e-01,2.054865416542296597e+00,2.435792552445965875e-01,1.010770800280701875e+00,-2.247078654878287729e+00,6.090654001922051197e-01,-1.171209162923378289e+00,3.090935410034171937e+00,-6.875173298280380374e-01,0.000000000000000000e+00
-2.209839795008100849e-01,-1.139072468300773133e+00,1.053538878051514471e+00,-1.079931534584159580e+00,1.564205672102835676e+00,-1.753110155365853462e-01,-8.576616142655227870e-01,1.095979495128653225e+00,3.557703587435339099e-01,1.132699105740136103e+00,-1.615249363780238090e+00,5.566584145732769162e-01,-1.106483248940386188e+00,2.290662477741912006e+00,-2.474389604525324693e-01,0.000000000000000000e+00
-6.703841875588434362e-01,7.727261979028305916e-01,-3.209637193957228657e-02,-1.413137790189997967e+00,1.777430143207031188e+00,3.801973318599385226e-02,-1.241728984174206518e+00,7.883312079183306675e-01,5.944794699433091356e-01,1.428815542137067407e+00,-1.571840818341162738e+00,6.309567938420821420e-01,-1.355412219995022038e+00,2.433734665746380532e+00,-6.531042546250175052e-02,0.000000000000000000e+00
-1.251776065116438907e+00,8.725902307952205783e-01,8.912212005942992121e-01,-9.914917200650720241e-01,2.065063767708033904e+00,-1.694768426436535913e-01,-1.046952508644507285e+00,8.105875521337643219e-01,8.634295288490201337e-01,9.254625953904790370e-01,-2.530040282241579508e+00,7.944451770876224117e-01,-1.155737833897531042e+00,2.705118144249135881e+00,-4.580646449491385108e-01,0.000000000000000000e+00
5.589603746742383139e-01,1.166842834494029368e+00,7.223999580743342697e-02,-1.167200335129582767e+00,2.077524543382128996e+00,-1.466098503216467230e-01,-1.052783916934480368e+00,8.590079752464312435e-01,8.474528108204006926e-01,1.023339040703638902e+00,-2.368907385975792312e+00,6.698593386504755332e-01,-1.250418774780467146e+00,2.790242047177519780e+00,-4.084058055748612248e-01,0.000000000000000000e+00
-2.583670021746894974e-01,7.921063871249302002e-01,-8.608437618075547026e-02,-1.174008607734660314e+00,1.592873941253521997e+00,-2.230012440839019006e-01,-1.199486059260938653e+00,6.122634021915623892e-01,5.147053616313582713e-01,1.277523684623358191e+00,-1.854275619622306914e+00,9.902591764287138609e-01,-1.154586406191115744e+00,2.426617930061695461e+00,-2.814294208712880829e-01,0.000000000000000000e+00
-1.371351681773800013e-01,1.029017017460849726e+00,-3.469785349739199498e-01,-1.211480517945467072e+00,2.005763392173665949e+00,-8.955684881449367529e-02,-1.101920104432017489e+00,1.290275259215005077e+00,4.638248575801812157e-01,1.122063535862649841e+00,-1.616790729206941224e+00,7.569801558518548523e-01,-1.270187304318147525e+00,2.687907677744532098e+00,-3.213152191484469067e-01,0.000000000000000000e+00
