4.943654913046030537e-13,2.067033413120291381e-13,0.000000000000000000e+00,1.183966074673578078e+03,3.385316534641233829e+03,2.265376008993035157e+03,2.051409090909090992e+03,4.322257575757575978e+03,4.846500000000000000e+03,-2.080590909090909008e+03,-6.593742424242424022e+03,-2.256500000000000000e+03,7.790208091336200957e-02,6.368968587451911967e-01,2.852010603414467105e-01,0.000000000000000000e+00
-5.404243880100008136e-13,-9.226757844073185608e-13,6.854162969882937591e-13,1.403572146049550611e+03,2.866599080863319614e+03,1.921688309162528640e+03,2.081550724637680560e+03,4.273701086956521976e+03,4.422884057971014045e+03,-2.187449275362318531e+03,-5.797548913043478933e+03,-1.981115942028985273e+03,1.419289240213220393e-01,5.920185881013994011e-01,2.660524878772785873e-01,0.000000000000000000e+00
-5.232709243077121078e-13,-3.114707882784000642e-13,1.931118887326080398e-13,1.397508517432269628e+03,2.706660536786961984e+03,1.716145074759289173e+03,2.420671232876712111e+03,3.148547945205479664e+03,4.422486301369863213e+03,-2.481328767123287889e+03,-6.084452054794520336e+03,-2.569513698630137242e+03,1.597675772269537553e-01,5.993041767064339886e-01,2.409282460666120063e-01,0.000000000000000000e+00
-2.526374171591467440e-13,3.929915378031171180e-13,-6.905422735683344403e-13,1.369892283248246486e+03,2.648695446422868372e+03,1.690296984481602522e+03,2.523191358024691908e+03,4.395055555555555657e+03,3.946574074074073451e+03,-2.258808641975308547e+03,-5.086944444444445253e+03,-2.406425925925926094e+03,1.597206177101469504e-01,5.971070411409046264e-01,2.431723411489482845e-01,0.000000000000000000e+00
-2.728484105318784613e-13,-5.563967587316737883e-13,8.506450445993858296e-13,1.277880713441386433e+03,2.128908542781819506e+03,1.776975486650198263e+03,2.206447058823529460e+03,3.436699999999999818e+03,4.109836764705881251e+03,-2.128552941176470540e+03,-4.344300000000000182e+03,-2.501913235294117840e+03,1.751583649261761466e-01,4.861432507977594963e-01,3.386983842760642460e-01,0.000000000000000000e+00
-5.684341886080801487e-13,5.911715561524033748e-13,0.000000000000000000e+00,1.079100953267927480e+03,2.255799310594303279e+03,1.950349938411869516e+03,1.584787499999999909e+03,3.129221875000000182e+03,4.457210937500000000e+03,-1.812212500000000091e+03,-4.293278124999999818e+03,-2.366539062499999545e+03,1.157864334475800783e-01,5.059812730937142122e-01,3.782322934587055707e-01,0.000000000000000000e+00
-9.508353700353340302e-13,6.511155251328918342e-13,7.234616945921019707e-13,1.330640962758810701e+03,2.426971274452919261e+03,1.781716934063905228e+03,1.900056818181818016e+03,3.151465909090909008e+03,4.848592329545453140e+03,-2.349943181818181984e+03,-5.419534090909090992e+03,-2.068657670454545496e+03,1.634106770990310376e-01,5.436106095313679720e-01,2.929787133696009627e-01,0.000000000000000000e+00
2.401474774344248525e-13,8.277423690292942413e-13,8.175233274363399664e-14,1.225819052079405992e+03,2.434386733779125734e+03,1.800300997922518945e+03,1.890617977528089568e+03,3.199859550561798187e+03,4.825342696629213606e+03,-2.245382022471910204e+03,-5.230140449438202268e+03,-2.295657303370786394e+03,1.408283705454203005e-01,5.554136713826288707e-01,3.037579580719509398e-01,0.000000000000000000e+00
-2.974364940391117292e-13,6.028046279192663503e-13,-4.230207915222921978e-14,1.221757463280083584e+03,2.145969148750483782e+03,1.738217514448394013e+03,1.653162790697674609e+03,2.953251453488372135e+03,4.341122093023256639e+03,-1.973837209302325164e+03,-4.625248546511627865e+03,-1.711877906976744498e+03,1.636853035782159516e-01,5.049944847936513881e-01,3.313202116281329102e-01,0.000000000000000000e+00
-2.176981998924562384e-13,7.450116174097391035e-13,-2.467246265447837016e-13,1.199402969030261147e+03,2.391681374826682259e+03,1.846668119947312789e+03,1.811085106382978438e+03,3.630888297872340900e+03,4.267079787234041760e+03,-2.139914893617020880e+03,-4.346111702127659555e+03,-2.136920212765956876e+03,1.361133878892386018e-01,5.412242504282874789e-01,3.226623616824741414e-01,0.000000000000000000e+00
