-1.237356742779849972e+00,3.675446183715152859e+00,4.256474766126608356e-01,-1.514250119665065508e+00,3.377900319137278284e+00,-4.938954691950867004e-01,-9.534455907647697570e-01,1.982027149438839730e+00,8.619917186568729628e-01,1.177594870476105893e+00,-3.529036806623337075e+00,6.913503226169001037e-01,0.000000000000000000e+00
-8.692402067318988346e-01,2.803804718847055621e+00,2.752675293427478929e-03,-1.245804479144058119e+00,3.054237391498904941e+00,-5.821109156852778410e-01,-9.348237939523819096e-01,1.933443788874274372e+00,5.708906727776590362e-01,1.077568081293510671e+00,-2.851648878226427097e+00,8.424913324669122128e-01,0.000000000000000000e+00
-8.794044155285365427e-01,2.535047487270897459e+00,-2.501605517971485226e-01,-1.171012275540588954e+00,3.106781192845236461e+00,-6.978556383377283456e-01,-7.253118193791195933e-01,8.076679734109075692e-01,5.706173417928859237e-01,8.024766402284274625e-01,-3.095741202652244173e+00,5.195567668954365059e-01,0.000000000000000000e+00
-9.256963618432046959e-01,2.437644217131846425e+00,-2.819656556977384043e-01,-1.171209162923377622e+00,3.090935410034173270e+00,-6.875173298280371492e-01,-6.619738810020298070e-01,2.054865416542297041e+00,2.435792552445969483e-01,1.010770800280701875e+00,-2.247078654878286841e+00,6.090654001922053418e-01,0.000000000000000000e+00
-1.079931534584159580e+00,1.564205672102835676e+00,-1.753110155365853740e-01,-1.106483248940385522e+00,2.290662477741912895e+00,-2.474389604525319419e-01,-8.576616142655226760e-01,1.095979495128653447e+00,3.557703587435345760e-01,1.132699105740136103e+00,-1.615249363780238090e+00,5.566584145732772493e-01,0.000000000000000000e+00
-1.413137790189997522e+00,1.777430143207030522e+00,3.801973318599385920e-02,-1.355412219995021150e+00,2.433734665746381864e+00,-6.531042546250150072e-02,-1.241728984174206296e+00,7.883312079183306675e-01,5.944794699433092466e-01,1.428815542137067407e+00,-1.571840818341162738e+00,6.309567938420821420e-01,0.000000000000000000e+00
-9.914917200650720241e-01,2.065063767708033016e+00,-1.694768426436530639e-01,-1.155737833897530820e+00,2.705118144249136325e+00,-4.580646449491379557e-01,-1.046952508644507063e+00,8.105875521337643219e-01,8.634295288490209108e-01,9.254625953904790370e-01,-2.530040282241579508e+00,7.944451770876226337e-01,0.000000000000000000e+00
-1.167200335129582767e+00,2.077524543382128108e+00,-1.466098503216461957e-01,-1.250418774780466702e+00,2.790242047177519336e+00,-4.084058055748607252e-01,-1.052783916934480146e+00,8.590079752464309104e-01,8.474528108204008037e-01,1.023339040703638902e+00,-2.368907385975792312e+00,6.698593386504757552e-01,0.000000000000000000e+00
-1.174008607734660758e+00,1.592873941253521997e+00,-2.230012440839019283e-01,-1.154586406191115078e+00,2.426617930061695461e+00,-2.814294208712883605e-01,-1.199486059260938431e+00,6.122634021915625002e-01,5.147053616313577162e-01,1.277523684623357969e+00,-1.854275619622306914e+00,9.902591764287141940e-01,0.000000000000000000e+00
-1.211480517945467072e+00,2.005763392173664617e+00,-8.955684881449425816e-02,-1.270187304318146859e+00,2.687907677744531210e+00,-3.213152191484471842e-01,-1.101920104432017267e+00,1.290275259215004633e+00,4.638248575801818818e-01,1.122063535862649397e+00,-1.616790729206941224e+00,7.569801558518548523e-01,0.000000000000000000e+00
