0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.036000000000000000e+03,3.006000000000000000e+03,-1.020000000000000000e+02
3.058000000000000000e+03,3.064000000000000000e+03,-5.600000000000000000e+01
2.987000000000000000e+03,3.132000000000000000e+03,0.000000000000000000e+00
2.771000000000000000e+03,3.049000000000000000e+03,-4.300000000000000000e+01
2.188000000000000000e+03,2.999000000000000000e+03,-8.200000000000000000e+01
1.765000000000000000e+03,2.858000000000000000e+03,-1.470000000000000000e+02
1.277000000000000000e+03,2.703000000000000000e+03,-1.540000000000000000e+02
2.130000000000000000e+02,2.350000000000000000e+03,-1.600000000000000000e+02
-2.560000000000000000e+02,2.262000000000000000e+03,-2.100000000000000000e+01
-6.980000000000000000e+02,2.166000000000000000e+03,2.400000000000000000e+02
-1.388000000000000000e+03,2.480000000000000000e+03,7.040000000000000000e+02
-1.591000000000000000e+03,2.873000000000000000e+03,7.360000000000000000e+02
-1.670000000000000000e+03,3.308000000000000000e+03,6.930000000000000000e+02
-1.346000000000000000e+03,3.797000000000000000e+03,3.940000000000000000e+02
-1.074000000000000000e+03,3.815000000000000000e+03,2.800000000000000000e+02
-8.990000000000000000e+02,3.672000000000000000e+03,2.040000000000000000e+02
-6.580000000000000000e+02,3.132000000000000000e+03,8.900000000000000000e+01
-7.080000000000000000e+02,2.989000000000000000e+03,9.400000000000000000e+01
-8.170000000000000000e+02,3.056000000000000000e+03,1.250000000000000000e+02
-6.970000000000000000e+02,3.154000000000000000e+03,1.360000000000000000e+02
-6.450000000000000000e+02,3.194000000000000000e+03,7.100000000000000000e+01
-4.980000000000000000e+02,3.208000000000000000e+03,3.600000000000000000e+01
-1.390000000000000000e+02,3.000000000000000000e+03,-8.900000000000000000e+01
-5.200000000000000000e+01,2.843000000000000000e+03,-2.020000000000000000e+02
1.770000000000000000e+02,2.653000000000000000e+03,-2.180000000000000000e+02
6.640000000000000000e+02,2.298000000000000000e+03,-5.350000000000000000e+02
8.280000000000000000e+02,2.380000000000000000e+03,-6.670000000000000000e+02
