-3.030093333333333248e+03,3.662533333333333303e+02,-2.868000000000000682e+01
-2.918093333333333248e+03,2.362533333333333303e+02,-1.576800000000000068e+02
-2.635093333333333248e+03,1.562533333333333303e+02,-3.276800000000000068e+02
-2.398093333333333248e+03,7.982533333333333303e+02,8.431999999999999318e+01
-2.358093333333333248e+03,9.062533333333333303e+02,2.433199999999999932e+02
-2.205093333333333248e+03,9.512533333333333303e+02,3.443199999999999932e+02
-1.709093333333333248e+03,4.352533333333333303e+02,-4.276800000000000068e+02
-1.361093333333333248e+03,1.373253333333333330e+03,-7.668000000000000682e+01
-1.283093333333333248e+03,1.751253333333333330e+03,1.303199999999999932e+02
-1.396093333333333248e+03,1.031253333333333330e+03,-1.476800000000000068e+02
-1.201093333333333248e+03,5.492533333333333303e+02,-5.046800000000000068e+02
-8.980933333333333621e+02,3.332533333333333303e+02,-8.846800000000000637e+02
-2.770933333333333621e+02,9.242533333333333303e+02,-5.346800000000000637e+02
-2.000933333333333621e+02,3.072533333333333303e+02,-5.486800000000000637e+02
-1.160933333333333621e+02,-1.467466666666666697e+02,-4.976800000000000068e+02
3.419066666666666379e+02,-2.547466666666666697e+02,-6.206800000000000637e+02
6.749066666666666379e+02,7.125333333333333030e+01,-6.206800000000000637e+02
9.699066666666666379e+02,4.472533333333333303e+02,-3.866800000000000068e+02
9.949066666666666379e+02,1.532533333333333303e+02,-2.986800000000000068e+02
8.779066666666666379e+02,-1.117466666666666697e+02,-3.986800000000000068e+02
1.000906666666666638e+03,-1.747466666666666697e+02,-4.456800000000000068e+02
1.598906666666666752e+03,3.462533333333333303e+02,-2.826800000000000068e+02
1.728906666666666752e+03,5.022533333333333303e+02,-2.176800000000000068e+02
1.774906666666666752e+03,3.932533333333333303e+02,-2.176800000000000068e+02
2.029906666666666752e+03,2.492533333333333303e+02,4.931999999999999318e+01
2.195906666666666752e+03,3.272533333333333303e+02,2.073199999999999932e+02
2.386906666666666752e+03,6.125333333333333030e+01,5.613199999999999363e+02
3.095906666666666752e+03,-3.677466666666666697e+02,6.813199999999999363e+02
2.938906666666666752e+03,-6.827466666666666697e+02,7.083199999999999363e+02
3.020906666666666752e+03,-9.547466666666666697e+02,1.318319999999999936e+03
3.122906666666666752e+03,-1.023746666666666670e+03,2.047319999999999936e+03
3.118906666666666752e+03,-1.347746666666666670e+03,1.887319999999999936e+03
3.194906666666666752e+03,-1.479746666666666670e+03,1.673319999999999936e+03
2.827906666666666752e+03,-1.274746666666666670e+03,1.497319999999999936e+03
2.483906666666666752e+03,-8.027466666666666697e+02,1.508319999999999936e+03
2.286906666666666752e+03,-2.147466666666666697e+02,1.562319999999999936e+03
2.179906666666666752e+03,-5.774666666666666970e+01,1.620319999999999936e+03
2.189906666666666752e+03,3.542533333333333303e+02,1.897319999999999936e+03
2.128906666666666752e+03,4.592533333333333303e+02,1.984319999999999936e+03
1.911906666666666752e+03,4.392533333333333303e+02,2.105320000000000164e+03
1.992906666666666752e+03,-8.374666666666666970e+01,1.816319999999999936e+03
1.974906666666666752e+03,-4.557466666666666697e+02,1.515319999999999936e+03
2.210906666666666752e+03,1.972533333333333303e+02,1.659319999999999936e+03
1.974906666666666752e+03,1.482533333333333303e+02,1.473319999999999936e+03
1.402906666666666752e+03,7.253333333333330302e+00,1.347319999999999936e+03
8.739066666666666379e+02,-4.137466666666666697e+02,8.243199999999999363e+02
4.659066666666666379e+02,-7.557466666666666697e+02,5.473199999999999363e+02
2.990666666666663787e+01,-9.637466666666666697e+02,2.713199999999999932e+02
-3.780933333333333621e+02,-1.104746666666666670e+03,-2.786800000000000068e+02
-7.810933333333333621e+02,-1.156746666666666670e+03,-4.566800000000000068e+02
